# Nodes
G1 1.03
G182 9.74
G183 19.13
G184 1.71
G185 11.93
G186 6.23
G187 7.47
G188 4.68
G189 4.49
G190 9.28
G191 8.71
G192 10.87
G193 16.62
G194 3.46
G195 13.92
G196 16.95
G197 5.16
G198 3.84
G199 4.23
G200 5.63
G201 7.32
G202 10.09
G203 6.6
G204 14.5
G205 6.56
G206 10.7
G207 5.77
G208 17.86
G209 2.03
G210 11.1
G211 1.52
G212 13.84
G213 19.39
G214 2.63
G215 4.25
G216 13.19
G217 13.99
G218 5.95
G219 3.73
G220 13.3
G221 10.11
G222 9.04
G223 8.34
G224 12.07
G225 17.54
G226 10.99
G227 4.21
G228 15.91
G229 17.73
G230 6.18
G231 7.67
G232 17.11
G233 15.45
G234 10.09
G235 18.63
G236 10.22
G237 12.22
G238 7.27
G239 18.7
G240 19.81
G241 13.28
G242 9.09
G243 1.64
G244 4.97
G245 19.56
G246 4.58
G247 19.33
G248 3.7
G249 19.73
G250 1.99
G251 4.43
G252 15.87
G253 6.68
G254 14.14
G255 12.72
G256 5.58
G257 12.8
G258 7.99
G259 11.76
G260 1.32
G261 2.26
G262 18.92
G263 19.81
G264 19.28
G265 19.62
G266 18.98
G267 12.2
G268 1.96
G269 17.55
G270 2.29
G271 9.37
G272 7.82
G273 17.34
G274 19.16
G275 14.42
G276 2.24
G277 17.73
G278 5.43
G279 15.61
G280 7.5
G281 3.84
G282 13.65
G283 19.91
G284 7.1
G285 6.29
G286 8.93
G287 12.1
G288 10.29
G289 18.72
G290 2.02
G291 18.29
G292 4.64
G293 3.19
G294 8.67
G295 16.51
G296 7.82
G297 3.56
G298 7.14
G299 3.5
G300 19.97
G301 6.13
G302 16.81
G303 3.74
G304 18.63
G305 2.35
G306 13.02
G307 17.27
G308 9.01
G309 10.46
G310 14.84
G311 14.69
G312 4.08
G313 10.31
G314 11.53
G315 2.12
G316 1.01
G317 12.54
G318 19.12
G319 1.88
G320 17.37
G321 8.61
G322 2.11
G323 4.42
G324 7.13
G325 17.75
G326 15.84
G327 3.34
G328 1.01
G329 10.24
G330 8.86
G331 19.12
G332 2.53
G333 19.3
G334 2.1
G335 9.23
G336 6.64
G337 18.09
G338 19.71
G339 12.55
G340 19.49
G341 11.38
G342 1.29
G343 6.07
G344 18.17
G345 10.78
G346 1.81
G347 4.52
G348 5.07
G349 9.41
G350 11.46
G351 6.29
G352 17.8
G353 13.76
G354 17.41
G355 13.43
G356 18.7
G357 12.21
G358 13.26
G359 15.28
G360 15.17
G361 13.75
G362 14.68
G363 3.55
G364 16.23
G365 2.96
G366 7.07
G367 18.62
G368 10.67
G369 4.77
G370 14.21
G371 15.17
G372 18.29
G373 3.09
G374 19.29
G375 12.44
G376 11.26
G377 4.91
G378 14.38
G379 4.38
G380 11.9
G381 4.51
G382 11.13
G383 9.08
G384 19.41
G385 8.88
G386 3.89
G387 12.1
G388 16.79
G389 4.35
G390 18.09
G391 1.48
G392 2.15
G393 9.93
G394 5.09
G395 13.45
G396 16.33
G397 7.96
G398 7.12
G399 5.74
G400 2.41
G401 9.39
G402 8.9
G403 6.42
G404 13.96
G405 14.79
G406 10.0
G407 2.48
G408 3.56
G409 13.18
G410 2.07
G411 7.53
G412 11.69
G413 18.48
G414 19.77
G415 15.66
G416 14.75
G417 6.58
G418 10.37
G419 1.53
G420 3.5
G421 18.33
G422 12.73
G423 12.61
G424 19.45
G425 15.09
G426 7.62
G427 4.99
G428 12.01
G429 5.76
G430 15.55
G431 16.6
G432 10.86
G433 14.02
G434 7.33
G435 1.95
G436 11.63
G437 1.18
G438 5.39
G439 10.93
G440 7.56
G441 1.06
G442 19.63
G443 1.14
G444 1.31
G445 19.14
G446 13.89
G447 7.01
G448 3.35
G449 4.19
G450 2.19
G451 6.56
G452 14.24
G453 12.18
G454 2.96
G455 8.99
G456 13.23
G457 2.34
G458 7.84
G459 11.6
G460 4.39
G461 5.32
G462 7.5
G463 10.53
G464 19.63
G465 4.71
G466 12.74
G467 10.69
G468 11.16
G469 10.15
G470 17.09
G471 6.58
G472 16.09
G473 15.98
G474 18.92
G475 10.78
G476 19.12
G477 5.31
G478 12.02
G479 3.19
G480 1.35
G481 2.04
G482 10.09
G483 13.06
G484 9.77
G485 10.03
G486 5.95
G487 17.56
G488 14.21
G489 18.66
G490 19.7
G491 6.66
G492 3.5
G493 16.67
G494 11.51
G495 8.44
G496 4.07
G497 13.8
G498 12.27
G499 3.32
G500 17.73
G501 2.44
G502 10.77
G503 1.21
G504 11.33
G505 18.92
G506 2.92
G507 7.86
G508 11.25
G509 4.07
G510 16.51
G511 9.88
G512 17.53
G513 16.41
G514 7.19
G515 12.69
G516 13.75
G517 10.99
G518 19.51
G519 14.5
G520 4.88
G521 14.78
G522 2.3
G523 6.45
G524 7.76
G525 14.1
G526 12.31
G527 17.67
G528 13.84
G529 6.58
G530 13.09
G531 18.77
G532 18.47
G533 6.68
G534 4.9
G535 10.33
G536 8.3
G537 11.13
G538 2.71
G539 5.3
G540 1.97
G541 5.86
G542 17.4
G543 11.2
G544 13.41
G545 12.41
G546 15.98
G547 2.36
G548 12.05
G549 4.6
G550 5.31
G551 6.56
G552 11.75
G553 10.9
G554 19.61
G555 14.86
G556 6.74
G557 7.37
G558 12.57
G559 2.36
G560 19.05
G561 4.3
G562 4.96
G563 11.99
G564 10.43
G565 15.1
G566 17.12
G567 3.78
G568 13.86
G569 12.92
G570 19.44
G571 12.05
G572 4.36
G573 18.87
G574 13.82
G575 9.42
G576 18.8
G577 1.34
G578 13.45
G579 18.75
G580 8.77
G581 15.63
G582 11.89
G583 19.26
G584 6.35
G585 4.49
G586 3.34
G587 1.7
G588 4.43
G589 16.81
G590 13.12
G591 3.56
G592 19.61
G593 6.57
G594 15.24
G595 9.82
G596 16.91
G597 7.43
G598 9.13
G599 10.04
G600 3.77
G601 4.08
G602 1.31
G603 2.1
G604 13.73
G605 1.61
G606 6.69
G607 16.73
G608 14.23
G609 7.18
G610 18.18
G611 3.24
G612 17.9
G613 18.98
G614 16.3
G615 2.73
G616 4.69
G617 7.23
G618 11.02
G619 16.48
G620 14.84
G621 6.62
G622 2.94
G623 13.82
G624 17.84
G625 9.6
G626 3.63
G627 16.96
G628 11.79
G629 8.15
G630 15.74
G631 3.99
G632 7.06
G633 7.26
G634 1.93
G635 8.55
G636 8.51
G637 6.68
G638 19.81
G639 4.08
G640 8.06
G641 14.21
G642 9.57
G643 5.25
G644 12.6
G645 4.14
G646 17.81
G647 13.02
G648 5.77
G649 2.6
G650 13.66
G651 6.08
G652 9.72
G653 14.67
G654 15.89
G655 13.2
G656 16.09
G657 5.18
G658 3.66
G659 11.34
G660 10.86
G661 11.35
G662 15.45
G663 19.16
G664 18.22
G665 8.76
G666 14.31
G667 18.08
G668 11.81
G669 5.83
G670 11.73
G671 17.35
G672 11.34
G673 8.33
G674 17.36
G675 10.37
G676 2.37
G677 19.92
G678 5.46
G679 14.03
G680 1.05
G681 11.62
G682 4.7
G683 15.54
G684 3.85
G685 4.2
G686 1.69
G687 18.23
G688 12.11
G689 1.32
G690 13.36
G691 8.16
G692 14.55
G693 15.41
G694 18.35
G695 16.28
G696 2.58
G697 18.17
G698 12.95
G699 12.7
G700 11.54
G701 5.46
G702 16.19
G703 9.62
G704 15.33
G705 17.94
G706 1.2
G707 2.3
G708 9.33
G709 16.14
G710 8.57
G711 4.49
G712 6.46
G713 15.66
G714 9.04
G715 2.31
G716 8.93
G717 15.45
G718 13.76
G719 10.09
G720 10.45
G721 4.56
G722 11.73
G723 2.66
G724 6.08
G725 10.51
G726 11.79
G727 3.72
G728 6.97
G729 2.73
G730 6.56
G731 10.26
G732 8.62
G733 6.9
G734 15.78
G735 2.7
G736 15.26
G737 16.1
G738 4.25
G739 5.15
G740 6.69
G741 16.34
G742 7.4
G743 12.96
G744 17.38
G745 16.05
G746 5.87
G747 8.82
G748 19.93
G749 13.7
G750 17.35
G751 7.4
G752 9.76
G753 5.97
G754 3.17
G755 10.89
G756 3.06
G757 6.37
G758 6.2
G759 15.97
G760 16.82
G761 16.36
G762 5.6
G763 14.69
G764 9.16
G765 9.48
G766 11.44
G767 2.85
G768 10.12
G769 16.49
G770 6.28
G771 12.84
G772 10.72
G773 11.8
G774 18.48
G775 1.95
G776 7.49
G777 15.56
G778 4.97
G779 9.11
G780 12.23
G781 19.56
G782 5.87
G783 13.54
G784 4.15
G785 14.39
G786 3.2
G787 18.66
G788 2.27
G789 11.46
G790 16.63
G791 4.65
G792 10.03
G793 18.01
G794 7.71
G795 3.13
G796 13.88
G797 1.85
G798 3.56
G799 1.01
G800 3.45
G801 4.67
G802 1.99
G803 14.6
G804 8.57
G805 1.67
G806 11.41
G807 2.01
G808 10.08
G809 12.62
G810 18.23
G811 14.06
G812 17.66
G813 12.56
G814 8.87
G815 17.52
G816 13.09
G817 19.32
G818 15.53
G819 19.68
G820 19.44
G821 18.48
G822 7.97
G823 7.99
G824 7.33
G825 12.32
G826 4.2
G827 6.49
G828 18.67
G829 8.96
G830 16.55
G831 13.02
G832 5.34
G833 9.92
G834 4.26
G835 2.87
G836 3.41
G837 16.46
G838 5.98
G839 10.35
G840 12.12
G841 19.05
G842 6.09
G843 2.35
G844 11.77
G845 5.24
G846 18.82
G847 3.28
G848 10.34
G849 14.14
G850 3.72
G851 7.48
G852 17.1
G853 10.25
G854 11.2
G855 18.94
G856 6.16
G857 11.74
G858 14.42
G859 2.7
G860 9.43
G861 10.23
G862 15.76
G863 18.71
G864 16.82
G865 19.0
G866 17.99
G867 1.8
G868 1.45
G869 7.94
G870 7.49
G871 4.34
G872 6.02
G873 14.9
G874 13.05
G875 5.51
G876 8.86
G877 6.55
G878 8.31
G879 16.65
G880 3.63
G881 8.13
G882 2.69
G883 4.13
G884 11.31
G885 5.42
G886 12.02
G887 17.21
G888 11.18
G889 5.1
G890 7.32
G891 12.26
G892 12.7
G893 8.04
G894 8.95
G895 12.44
G896 6.45
G897 17.42
G898 10.03
G899 17.62
G900 16.83
G901 6.38
G902 3.46
G903 3.25
G904 17.62
G905 19.25
G906 13.66
G907 19.89
G908 2.84
G909 17.33
G910 12.75
G911 2.97
G912 13.2
G913 16.4
G914 8.14
G915 6.02
G916 12.52
G917 3.52
G918 12.8
G919 4.43
G920 15.16
G921 4.45
G922 10.43
G923 13.64
G924 11.74
G925 10.69
G926 15.69
G927 1.11
G928 13.23
G929 17.55
G930 4.36
G931 16.69
G932 15.47
G933 1.14
G934 3.49
G935 17.86
G936 19.48
G937 11.41
G938 4.22
G939 6.53
G940 14.82
G941 16.36
G942 16.43
G943 6.86
G944 2.22
G945 18.17
G946 4.18
G947 12.19
G948 10.84
G949 7.02
G950 16.19
G951 14.64
G952 12.69
G953 12.58
G954 15.68
G955 12.48
G956 11.91
G957 2.69
G958 14.15
G959 17.58
G960 19.43
G961 2.26
G962 11.59
G963 17.22
G964 19.44
G965 18.1
G966 10.09
G967 2.94
G968 7.09
G969 6.85
G970 1.3
G971 11.07
G972 2.91
G973 9.51
G974 15.65
G975 16.37
G976 17.04
G977 19.29
G978 13.11
G979 5.87
G980 5.89
G981 14.29
G982 10.11
G983 6.58
G984 18.44
G985 17.44
G986 14.22
G987 9.7
G988 10.54
G989 3.35
G990 14.23
G991 6.96
G992 6.42
G993 4.35
G994 7.1
G995 19.55
G996 12.21
G997 6.5
G998 15.93
G999 7.41
G1000 17.38
G1001 10.6
G1002 17.81
G1003 3.62
G1004 11.09
G1005 6.46
G1006 2.16
G1007 5.33
G1008 1.37
G1009 13.95
G1010 9.32
G1011 11.5
G1012 19.5
G1013 19.15
G1014 7.11
G1015 8.2
G1016 19.18
G1017 19.34
G1018 8.21
G1019 9.0
G1020 14.81
G1021 19.65
G1022 18.39
G1023 19.51
G1024 3.8
G1025 2.89
G1026 2.16
G1027 3.19
G1028 1.09
G1029 16.68
G1030 6.08
G1031 11.14
G1032 12.99
G1033 4.52
G1034 18.5
G1035 9.78
G1036 7.24
G1037 17.06
G1038 16.53
G1039 3.86
G1040 19.3
G1041 6.2
G1042 4.06
G1043 14.99
G1044 19.2
G1045 1.61
G1046 2.83
G1047 7.23
G1048 3.7
G1049 17.7
G1050 1.31
G1051 13.01
G1052 9.57
G1053 12.06
G1054 2.58
G1055 4.59
G1056 13.25
G1057 6.7
G1058 6.06
G1059 9.64
G1060 12.42
G1061 14.36
G1062 2.3
G1063 11.01
G1064 15.27
G1065 9.45
G1066 5.94
G1067 14.45
G1068 18.54
G1069 3.16
G1070 9.27
G1071 3.48
G1072 1.74
G1073 9.02
G1074 17.06
G1075 1.66
G1076 4.33
G1077 6.49
G1078 15.5
G1079 15.28
G1080 9.92
G1081 6.01
G1082 9.99
G1083 11.85
G1084 8.12
G1085 17.48
G1086 12.82
G1087 18.95
G1088 10.73
G1089 14.98
G1090 19.52
G1091 17.23
G1092 18.41
G1093 14.8
G1094 19.66
G1095 9.1
G1096 13.62
G1097 15.27
G1098 5.43
G1099 1.69
G1100 5.8
G1101 4.77
G1102 11.49
G1103 7.08
G1104 4.46
G1105 19.27
G1106 5.69
G1107 16.24
G1108 5.88
G1109 2.21
G1110 12.44
G1111 5.57
G1112 4.5
G1113 14.49
G1114 12.69
G1115 19.11
G1116 9.76
G1117 13.53
G1118 17.66
G1119 8.27
G1120 10.46
G1121 7.16
G1122 9.99
G1123 6.29
G1124 17.24
G1125 11.57
G1126 11.98
G1127 7.41
G1128 8.52
G1129 4.91
G1130 14.52
G1131 15.15
G1132 4.85
G1133 15.11
G1134 8.17
G1135 15.47
G1136 14.65
G1137 12.92
G1138 7.6
G1139 6.16
G1140 18.02
G1141 9.88
G1142 2.43
G1143 4.37
G1144 18.25
G1145 18.68
G1146 10.28
G1147 6.47
G1148 9.26
G1149 2.41
G1150 18.92
G1151 4.42
G1152 7.51
G1153 6.87
G1154 12.44
G1155 18.82
G1156 2.39
G1157 19.02
G1158 19.9
G1159 16.54
G1160 12.31
G1161 9.81
G1162 2.49
G1163 16.86
G1164 9.11
G1165 15.08
G1166 18.86
G1167 4.95
G1168 18.25
G1169 12.15
G1170 1.17
G1171 2.38
G1172 7.36
G1173 13.43
G1174 14.08
G1175 17.18
G1176 19.85
G1177 12.89
G1178 12.89
G1179 6.26
G1180 13.36
G1181 14.6
G1182 13.57
G1183 9.23
G1184 15.28
G1185 2.43
G1186 8.17
G1187 3.32
G1188 19.65
G1189 16.85
G1190 13.3
G1191 3.03
G1192 12.72
G1193 5.61
G1194 8.72
G1195 10.3
G1196 14.29
G1197 1.31
G1198 19.34
G1199 9.22
G1200 19.8
G1201 14.24
G1202 14.93
G1203 17.36
G1204 14.97
G1205 7.17
G1206 3.69
G1207 12.96
G1208 10.09
G1209 1.61
G1210 8.42
G1211 11.33
G1212 3.81
G1213 16.31
G1214 18.72
G1215 7.59
G1216 18.08
G1217 10.7
G1218 12.79
G1219 6.77
G1220 17.46
G1221 11.18
G1222 6.64
G1223 3.94
G1224 17.65
G1225 9.36
G1226 11.52
G1227 16.24
G1228 4.63
G1229 3.42
G1230 1.78
G1231 15.67
G1232 1.18
G1233 12.7
G1234 9.56
G1235 7.1
G1236 15.63
G1237 12.6
G1238 4.96
G1239 19.31
G1240 4.39
G1241 2.6
G1242 14.79
G1243 13.17
G1244 6.11
G1245 5.43
G1246 9.75
G1247 8.82
G1248 11.45
G1249 13.15
G1250 5.47
G1251 16.06
G1252 6.37
G1253 10.93
G1254 17.3
G1255 16.17
G1256 19.77
G1257 13.24
G1258 5.53
G1259 6.01
G1260 10.89
G1261 6.96
G1262 17.81
G1263 15.98
G1264 1.85
G1265 16.65
G1266 3.44
G1267 13.05
G1268 19.61
G1269 11.3
G1270 1.15
G1271 4.21
G1272 5.6
G1273 2.15
G1274 18.18
G1275 7.27
G1276 19.19
G1277 12.68
G1278 5.48
G1279 16.78
G1280 5.02
G1281 1.96
G1282 17.75
G1283 1.82
G1284 1.82
G1285 10.2
G1286 19.11
G1287 8.87
G1288 14.55
G1289 19.4
G1290 4.22
G1291 13.62
G1292 18.05
G1293 3.75
G1294 19.35
G1295 6.8
G1296 9.01
G1297 4.34
G1298 3.18
G1299 15.36
G1300 17.69
G1301 2.7
G1302 10.37
G1303 4.75
G1304 13.4
G1305 10.6
G1306 14.64
G1307 14.55
G1308 8.16
G1309 5.86
G1310 14.08
G1311 17.08
G1312 7.9
G1313 5.56
G1314 4.0
G1315 3.38
G1316 10.87
G1317 15.06
G1318 1.98
G1319 4.61
G1320 12.77
G1321 3.04
G1322 2.88
G1323 5.66
G1324 16.62
G1325 13.39
G1326 2.7
G1327 4.12
G1328 4.22
G1329 1.63
G1330 16.97
G1331 13.77
G1332 18.74
G1333 16.54
G1334 10.28
G1335 2.23
G1336 15.33
G1337 7.94
G1338 6.29
G1339 17.3
G1340 11.86
G1341 5.68
G1342 7.07
G1343 11.88
G1344 9.14
G1345 2.62
G1346 4.71
G1347 19.16
G1348 19.12
G1349 3.88
G1350 3.7
G1351 4.2
G1352 18.59
G1353 11.72
G1354 10.7
G1355 5.91
G1356 10.24
G1357 4.06
G1358 8.61
G1359 14.44
G1360 19.55
G1361 14.44
G1362 15.51
G1363 15.1
G1364 15.65
G1365 14.16
G1366 7.68
G1367 4.74
G1368 4.6
G1369 5.3
G1370 12.97
G1371 10.36
G1372 14.89
G1373 12.65
G1374 8.41
G1375 12.53
G1376 18.9
G1377 19.57
G1378 11.51
G1379 8.33
G1380 19.26
G1381 12.5
G1382 8.15
G1383 16.46
G1384 4.8
G1385 6.4
G1386 17.4
G1387 5.75
G1388 15.63
G1389 18.0
G1390 5.2
G1391 3.48
G1392 3.51
G1393 17.75
G1394 4.63
G1395 2.33
G1396 3.2
G1397 16.91
G1398 15.1
G1399 15.94
G1400 2.51
G1401 12.63
G1402 18.52
G1403 7.98
G1404 10.3
G1405 12.7
G1406 10.66
G1407 12.14
G1408 17.56
G1409 2.51
G1410 12.18
G1411 14.12
G1412 10.45
G1413 2.89
G1414 14.49
G1415 17.0
G1416 14.25
G1417 10.17
G1418 14.54
G1419 10.81
G1420 9.7
G1421 13.38
G1422 14.95
G1423 3.46
G1424 18.31
G1425 3.81
G1426 7.41
G1427 17.33
G1428 18.56
G1429 10.49
G1430 14.29
G1431 9.97
G1432 7.48
G1433 8.36
G1434 15.39
G1435 16.32
G1436 13.66
G1437 11.78
G1438 15.5
G1439 12.12
G1440 17.85
G1441 12.21
G1442 4.78
G1443 16.17
G1444 4.97
G1445 6.65
G1446 13.61
G1447 19.58
G1448 17.01
G1449 15.8
G1450 10.6
G1451 16.76
G1452 8.01
G1453 7.07
G1454 13.38
G1455 9.1
G1456 13.51
G1457 4.6
G1458 9.48
G1459 19.9
G1460 17.78
G1461 1.62
G1462 12.52
G1463 4.59
G1464 1.73
G1465 12.17
G1466 18.01
G1467 12.45
G1468 10.28
G1469 6.81
G1470 17.89
G1471 13.97
G1472 19.22
G1473 14.36
G1474 3.76
G1475 7.25
G1476 17.55
G1477 5.42
G1478 13.04
G1479 4.51
G1480 6.13
G1481 6.88
G1482 5.75
G1483 1.61
G1484 3.31
G1485 10.52
G1486 8.33
G1487 15.14
G1488 13.77
G1489 9.73
G1490 15.35
G1491 17.31
G1492 3.52
G1493 14.32
G1494 4.02
G1495 16.69
G1496 14.37
G1497 8.25
G1498 8.87
G1499 3.48
G1500 15.42
G1501 5.83
G1502 19.97
G1503 9.62
G1504 6.59
G1505 18.13
G1506 7.55
G1507 15.75
G1508 7.76
G1509 12.19
G1510 7.1
G1511 8.89
G1512 16.98
G1513 1.13
G1514 11.85
G1515 1.53
G1516 6.25
G1517 8.14
G1518 16.48
G1519 15.61
G1520 5.68
G1521 5.41
G1522 8.67
G1523 6.69
G1524 5.15
G1525 3.58
G1526 15.51
G1527 17.46
G1528 7.07
G1529 1.24
G1530 2.59
G1531 7.52
G1532 13.62
G1533 18.84
G1534 2.68
G1535 8.08
G1536 19.78
G1537 17.71
G1538 6.94
G1539 10.38
G1540 8.14
G1541 8.43
G1542 12.66
G1543 8.13
G1544 19.48
G1545 16.12
G1546 10.81
G1547 9.6
G1548 1.96
G1549 18.65
G1550 1.8
G1551 8.96
G1552 13.17
G1553 16.18
G1554 11.04
G1555 17.55
G1556 17.75
G1557 17.08
G1558 3.41
G1559 19.25
G1560 17.06
G1561 18.4
G1562 7.12
G1563 14.39
G1564 2.14
G1565 11.71
G1566 9.29
G1567 16.31
G1568 4.52
G1569 12.23
G1570 6.11
G1571 4.27
G1572 8.7
G1573 19.5
G1574 5.41
G1575 19.18
G1576 8.05
G1577 13.4
G1578 8.5
G1579 2.06
G1580 9.3
G1581 14.03
G1582 5.45
G1583 6.99
G1584 9.28
G1585 9.59
G1586 14.96
G1587 9.1
G1588 18.59
G1589 18.07
G1590 15.94
G1591 5.04
G1592 15.72
G1593 5.05
G1594 1.85
G1595 11.47
G1596 12.34
G1597 7.11
G1598 4.75
G1599 14.59
G1600 6.04
G1601 13.78
G1602 13.3
G1603 7.08
G1604 15.83
G1605 2.51
G1606 18.38
G1607 15.8
G1608 10.83
G1609 4.28
G1610 14.41
G1611 11.49
G1612 11.41
G1613 19.45
G1614 10.19
G1615 8.03
G1616 13.83
G1617 12.94
G1618 9.04
G1619 6.13
G1620 16.97
G1621 13.09
G1622 10.89
G1623 19.58
G1624 9.57
G1625 14.04
G1626 9.04
G1627 17.96
G1628 14.62
G1629 1.26
G1630 10.75
G1631 2.56
G1632 12.35
G1633 7.56
G1634 2.89
G1635 5.08
G1636 11.96
G1637 1.08
G1638 16.8
G1639 11.03
G1640 14.73
G1641 6.81
G1642 3.14
G1643 18.89
G1644 5.73
G1645 6.73
G1646 9.95
G1647 9.63
G1648 7.54
G1649 9.49
G1650 18.03
G1651 9.7
G1652 3.43
G1653 4.15
G1654 12.12
G1655 2.55
G1656 15.97
G1657 7.09
G1658 5.76
G1659 8.23
G1660 12.38
G1661 4.99
G1662 1.01
G1663 11.62
G1664 15.01
G1665 12.66
G1666 15.13
G1667 16.6
G1668 2.06
G1669 3.06
G1670 3.01
G1671 7.8
G1672 1.61
G1673 2.68
G1674 6.27
G1675 5.16
G1676 3.26
G1677 13.17
G1678 9.12
G1679 5.17
G1680 10.66
G1681 2.06
G1682 1.77
G1683 11.84
G1684 14.35
G1685 4.18
G1686 3.77
G1687 11.69
G1688 18.31
G1689 12.87
G1690 18.64
G1691 16.25
G1692 3.58
G1693 15.68
G1694 6.41
G1695 17.32
G1696 7.98
G1697 7.6
G1698 14.52
G1699 16.05
G1700 8.44
G1701 16.79
G1702 10.34
G1703 18.65
G1704 12.28
G1705 16.23
G1706 11.84
G1707 15.5
G1708 16.79
G1709 4.75
G1710 10.59
G1711 12.9
G1712 8.7
G1713 2.91
G1714 5.52
G1715 18.95
G1716 18.84
G1717 9.18
G1718 17.59
G1719 15.96
G1720 14.71
G1721 2.79
G1722 7.48
G1723 11.33
G1724 2.15
G1725 8.89
G1726 15.88
G1727 8.98
G1728 10.61
G1729 6.64
G1730 4.01
G1731 6.5
G1732 7.87
G1733 14.62
G1734 15.03
G1735 15.81
G1736 6.68
G1737 14.6
G1738 11.08
G1739 10.56
G1740 17.83
G1741 8.68
G1742 2.22
G1743 11.02
G1744 3.31
G1745 12.4
G1746 11.37
G1747 14.93
G1748 3.49
G1749 16.51
G1750 6.24
G1751 11.81
G1752 5.19
G1753 16.3
G1754 1.22
G1755 2.43
G1756 12.85
G1757 15.58
G1758 4.77
G1759 14.25
G1760 5.01
G1761 13.16
G1762 13.28
G1763 17.04
G1764 9.3
G1765 18.11
G1766 7.68
G1767 18.21
G1768 5.74
G1769 17.98
G1770 2.65
G1771 6.18
G1772 3.92
G1773 7.49
G1774 9.46
G1775 14.81
G1776 15.36
G1777 14.89
G1778 14.2
G1779 12.88
G1780 7.65
G1781 7.18
G1782 16.96
G1783 8.41
G1784 7.22
G1785 7.31
G1786 17.42
G1787 4.51
G1788 8.69
G1789 15.67
G1790 8.33
G1791 3.05
G1792 2.02
G1793 10.9
G1794 11.54
G1795 10.38
G1796 5.07
G1797 16.41
G1798 5.46
G1799 4.92
G1800 7.86
G1801 4.51
G1802 10.44
G1803 5.59
G1804 3.8
G1805 18.67
G1806 8.74
G1807 11.31
G1808 18.17
G1809 4.56
G1810 15.96
G1811 14.96
G1812 10.74
G1813 6.96
G1814 14.23
G1815 18.07
G1816 16.37
G1817 5.07
G1818 14.08
G1819 13.75
G1820 6.99
G1821 18.84
G1822 13.2
G1823 5.6
G1824 15.95
G1825 15.73
G1826 15.72
G1827 17.44
G1828 2.55
G1829 4.86
G1830 9.06
G1831 7.96
G1832 19.53
G1833 6.74
G1834 9.94
G1835 18.95
G1836 19.85
G1837 5.71
G1838 11.05
G1839 14.19
G1840 10.79
G1841 10.33
G1842 9.13
G1843 19.94
G1844 15.61
G1845 9.32
G1846 16.4
G1847 6.54
G1848 13.06
G1849 5.03
G1850 18.34
G1851 19.79
G1852 6.43
G1853 3.67
G1854 4.99
G1855 5.21
G1856 11.56
G1857 10.08
G1858 17.68
G1859 14.63
G1860 4.85
G1861 10.4
G1862 12.24
G1863 1.8
G1864 3.18
G1865 1.73
G1866 14.63
G1867 14.89
G1868 9.33
G1869 7.16
G1870 17.34
G1871 11.12
G1872 12.47
